kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,evrak_sayisi,evrak_listesi,uyari_sayisi
IT_TUR_CALISMAYANLAR_ARAC_OTEL_ISTANBUL_COCUKSUZ,calismayanlar,otel,arac,istanbul,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_ARAC_OTEL_ISTANBUL_COCUKLU,calismayanlar,otel,arac,istanbul,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_ARAC_OTEL_IZMIR_COCUKSUZ,calismayanlar,otel,arac,izmir,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_ARAC_OTEL_IZMIR_COCUKLU,calismayanlar,otel,arac,izmir,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_ARAC_OTEL_DIGER_COCUKSUZ,calismayanlar,otel,arac,diger,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_ARAC_OTEL_DIGER_COCUKLU,calismayanlar,otel,arac,diger,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_OTOBUS_OTEL_ANKARA_COCUKSUZ,calismayanlar,otel,otobus,ankara,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,2
IT_TUR_CALISMAYANLAR_OTOBUS_OTEL_ANKARA_COCUKLU,calismayanlar,otel,otobus,ankara,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
IT_TUR_CALISMAYANLAR_OTOBUS_OTEL_ISTANBUL_COCUKSUZ,calismayanlar,otel,otobus,istanbul,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_OTOBUS_OTEL_ISTANBUL_COCUKLU,calismayanlar,otel,otobus,istanbul,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_OTOBUS_OTEL_IZMIR_COCUKSUZ,calismayanlar,otel,otobus,izmir,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_OTOBUS_OTEL_IZMIR_COCUKLU,calismayanlar,otel,otobus,izmir,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_OTOBUS_OTEL_DIGER_COCUKSUZ,calismayanlar,otel,otobus,diger,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_OTOBUS_OTEL_DIGER_COCUKLU,calismayanlar,otel,otobus,diger,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_GEMI_OTEL_ANKARA_COCUKSUZ,calismayanlar,otel,gemi,ankara,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,2
IT_TUR_CALISMAYANLAR_GEMI_OTEL_ANKARA_COCUKLU,calismayanlar,otel,gemi,ankara,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
IT_TUR_CALISMAYANLAR_GEMI_OTEL_ISTANBUL_COCUKSUZ,calismayanlar,otel,gemi,istanbul,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_GEMI_OTEL_ISTANBUL_COCUKLU,calismayanlar,otel,gemi,istanbul,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_GEMI_OTEL_IZMIR_COCUKSUZ,calismayanlar,otel,gemi,izmir,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_GEMI_OTEL_IZMIR_COCUKLU,calismayanlar,otel,gemi,izmir,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_GEMI_OTEL_DIGER_COCUKSUZ,calismayanlar,otel,gemi,diger,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_GEMI_OTEL_DIGER_COCUKLU,calismayanlar,otel,gemi,diger,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_TREN_OTEL_ANKARA_COCUKSUZ,calismayanlar,otel,tren,ankara,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,2
IT_TUR_CALISMAYANLAR_TREN_OTEL_ANKARA_COCUKLU,calismayanlar,otel,tren,ankara,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
IT_TUR_CALISMAYANLAR_TREN_OTEL_ISTANBUL_COCUKSUZ,calismayanlar,otel,tren,istanbul,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_TREN_OTEL_ISTANBUL_COCUKLU,calismayanlar,otel,tren,istanbul,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_TREN_OTEL_IZMIR_COCUKSUZ,calismayanlar,otel,tren,izmir,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_TREN_OTEL_IZMIR_COCUKLU,calismayanlar,otel,tren,izmir,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_TREN_OTEL_DIGER_COCUKSUZ,calismayanlar,otel,tren,diger,False,14,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_TREN_OTEL_DIGER_COCUKLU,calismayanlar,otel,tren,diger,True,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_UCAK_DAVETIYE_ANKARA_COCUKSUZ,calismayanlar,davetiye,ucak,ankara,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,3
IT_TUR_CALISMAYANLAR_UCAK_DAVETIYE_ANKARA_COCUKLU,calismayanlar,davetiye,ucak,ankara,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,7
IT_TUR_CALISMAYANLAR_UCAK_DAVETIYE_ISTANBUL_COCUKSUZ,calismayanlar,davetiye,ucak,istanbul,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,2
IT_TUR_CALISMAYANLAR_UCAK_DAVETIYE_ISTANBUL_COCUKLU,calismayanlar,davetiye,ucak,istanbul,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISMAYANLAR_UCAK_DAVETIYE_IZMIR_COCUKSUZ,calismayanlar,davetiye,ucak,izmir,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,3
IT_TUR_CALISMAYANLAR_UCAK_DAVETIYE_IZMIR_COCUKLU,calismayanlar,davetiye,ucak,izmir,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
IT_TUR_CALISMAYANLAR_UCAK_DAVETIYE_DIGER_COCUKSUZ,calismayanlar,davetiye,ucak,diger,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,2
IT_TUR_CALISMAYANLAR_UCAK_DAVETIYE_DIGER_COCUKLU,calismayanlar,davetiye,ucak,diger,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_CALISMAYANLAR_ARAC_DAVETIYE_ANKARA_COCUKSUZ,calismayanlar,davetiye,arac,ankara,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,2
IT_TUR_CALISMAYANLAR_ARAC_DAVETIYE_ANKARA_COCUKLU,calismayanlar,davetiye,arac,ankara,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
IT_TUR_CALISMAYANLAR_ARAC_DAVETIYE_ISTANBUL_COCUKSUZ,calismayanlar,davetiye,arac,istanbul,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,1
IT_TUR_CALISMAYANLAR_ARAC_DAVETIYE_ISTANBUL_COCUKLU,calismayanlar,davetiye,arac,istanbul,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_CALISMAYANLAR_ARAC_DAVETIYE_IZMIR_COCUKSUZ,calismayanlar,davetiye,arac,izmir,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR,2
IT_TUR_CALISMAYANLAR_ARAC_DAVETIYE_IZMIR_COCUKLU,calismayanlar,davetiye,arac,izmir,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|MADDI_GELIR_CALISMAYANLAR|TEMINAT|MADDI_DESTEKCI_CALISMAYANLAR|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
