kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,evrak_sayisi,evrak_listesi,uyari_sayisi
IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKSUZ,isveren,davetiye,tren,diger,False,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|FAALIYET_BELGESI|TICARET_SICIL_GAZETESI|VERGI_LEVHASI_ISVEREN|CALISMA_IZIN_BELGESI_ISVEREN|IMZA_SIRKULERI_ISVEREN|MADDI_GELIR_ISVEREN|TEMINAT,0
IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,True,22,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|FAALIYET_BELGESI|TICARET_SICIL_GAZETESI|VERGI_LEVHASI_ISVEREN|CALISMA_IZIN_BELGESI_ISVEREN|IMZA_SIRKULERI_ISVEREN|MADDI_GELIR_ISVEREN|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,2
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,ucak,istanbul,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,ucak,izmir,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,ucak,izmir,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,ucak,diger,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_DIGER_COCUKLU,serbest_meslek,otel,ucak,diger,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,4
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,arac,ankara,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,arac,ankara,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,arac,istanbul,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,arac,istanbul,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,arac,izmir,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,arac,izmir,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,arac,diger,False,17,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_DIGER_COCUKLU,serbest_meslek,otel,arac,diger,True,20,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|ARAC_RUHSATI|ARAC_SIGORTASI|EHLIYET|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,otobus,ankara,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,otobus,ankara,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,otobus,istanbul,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,otobus,istanbul,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,otobus,izmir,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,otobus,izmir,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,otobus,diger,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_DIGER_COCUKLU,serbest_meslek,otel,otobus,diger,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|OTOBUS_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,gemi,ankara,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,gemi,ankara,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,gemi,istanbul,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,gemi,istanbul,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,gemi,izmir,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,gemi,izmir,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,gemi,diger,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_DIGER_COCUKLU,serbest_meslek,otel,gemi,diger,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|GEMI_BELGESI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_TREN_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,tren,ankara,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,tren,ankara,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,5
IT_TUR_SERBEST_MESLEK_TREN_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,tren,istanbul,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_TREN_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,tren,istanbul,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_TREN_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,tren,izmir,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_TREN_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,tren,izmir,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_TREN_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,tren,diger,False,15,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,0
IT_TUR_SERBEST_MESLEK_TREN_OTEL_DIGER_COCUKLU,serbest_meslek,otel,tren,diger,True,18,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|TREN_BILETI|OTEL_REZERVASYONU|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,3
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_ANKARA_COCUKSUZ,serbest_meslek,davetiye,ucak,ankara,False,16,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT,2
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_ANKARA_COCUKLU,serbest_meslek,davetiye,ucak,ankara,True,19,PASAPORT|KIMLIK_FOTOKOPI|BASVURU_FORMU|BIYOMETRIK_FOTOGRAF|SEYAHAT_SAGLIK_SIGORTASI|VIZE_HARCI|TARIHCELI_YERLESIM_YERI|VUKUATLI_NUFUS|SEYAHAT_BILDIRGE|UCUS_REZERVASYONU|DAVET_MEKTUBU|EV_SAHIBI_KIMLIK|TICARI_ODA_KAYDI|VERGI_LEVHASI_SERBEST|MADDI_GELIR_SERBEST|TEMINAT|MUVAFAKATNAME|COCUK_BASVURU_FORMU|DOGUM_BELGESI,6
