kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,DOC_ARAC_RUHSATI,DOC_ARAC_SIGORTASI,DOC_BASVURU_FORMU,DOC_BIYOMETRIK_FOTOGRAF,DOC_CALISMA_EVRAKLARI,DOC_CALISMA_IZIN_BELGESI,DOC_CALISMA_IZIN_BELGESI_ISVEREN,DOC_CALISMA_IZIN_BELGESI_MEMUR,DOC_CIFTCILIK_BELGESI,DOC_COCUK_BASVURU_FORMU,DOC_DAVET_MEKTUBU,DOC_DOGUM_BELGESI,DOC_EHLIYET,DOC_EMEKLILIK_BELGESI,DOC_EV_SAHIBI_KIMLIK,DOC_FAALIYET_BELGESI,DOC_GEMI_BELGESI,DOC_IMZA_SIRKULERI_CALISAN,DOC_IMZA_SIRKULERI_ISVEREN,DOC_KIMLIK_FOTOKOPI,DOC_MADDI_DESTEKCI_CALISMAYANLAR,DOC_MADDI_DESTEKCI_COCUK,DOC_MADDI_DESTEKCI_OGRENCI,DOC_MADDI_GELIR_CALISAN,DOC_MADDI_GELIR_CALISMAYANLAR,DOC_MADDI_GELIR_CIFTCI,DOC_MADDI_GELIR_EMEKLI,DOC_MADDI_GELIR_ISVEREN,DOC_MADDI_GELIR_MEMUR,DOC_MADDI_GELIR_OGRENCI,DOC_MADDI_GELIR_SERBEST,DOC_MUVAFAKATNAME,DOC_MUVAFAKATNAME_COCUK,DOC_OGRENCI_BELGESI,DOC_OTEL_REZERVASYONU,DOC_OTOBUS_BILETI,DOC_PASAPORT,DOC_SEYAHAT_BILDIRGE,DOC_SEYAHAT_SAGLIK_SIGORTASI,DOC_TARIHCELI_YERLESIM_YERI,DOC_TEMINAT,DOC_TICARET_SICIL_GAZETESI,DOC_TICARI_ODA_KAYDI,DOC_TREN_BILETI,DOC_UCUS_REZERVASYONU,DOC_VERGI_LEVHASI_ISVEREN,DOC_VERGI_LEVHASI_SERBEST,DOC_VIZE_HARCI,DOC_VUKUATLI_NUFUS
IT_TUR_SERBEST_MESLEK_GEMI_DAVETIYE_ISTANBUL_COCUKLU,serbest_meslek,davetiye,gemi,istanbul,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_DAVETIYE_IZMIR_COCUKSUZ,serbest_meslek,davetiye,gemi,izmir,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_DAVETIYE_IZMIR_COCUKLU,serbest_meslek,davetiye,gemi,izmir,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_DAVETIYE_DIGER_COCUKSUZ,serbest_meslek,davetiye,gemi,diger,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_DAVETIYE_DIGER_COCUKLU,serbest_meslek,davetiye,gemi,diger,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_DAVETIYE_ANKARA_COCUKSUZ,serbest_meslek,davetiye,tren,ankara,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_DAVETIYE_ANKARA_COCUKLU,serbest_meslek,davetiye,tren,ankara,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_DAVETIYE_ISTANBUL_COCUKSUZ,serbest_meslek,davetiye,tren,istanbul,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_DAVETIYE_ISTANBUL_COCUKLU,serbest_meslek,davetiye,tren,istanbul,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_DAVETIYE_IZMIR_COCUKSUZ,serbest_meslek,davetiye,tren,izmir,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_DAVETIYE_IZMIR_COCUKLU,serbest_meslek,davetiye,tren,izmir,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_DAVETIYE_DIGER_COCUKSUZ,serbest_meslek,davetiye,tren,diger,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_DAVETIYE_DIGER_COCUKLU,serbest_meslek,davetiye,tren,diger,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_EMEKLI_UCAK_OTEL_ANKARA_COCUKSUZ,emekli,otel,ucak,ankara,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_OTEL_ANKARA_COCUKLU,emekli,otel,ucak,ankara,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_OTEL_ISTANBUL_COCUKSUZ,emekli,otel,ucak,istanbul,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_OTEL_ISTANBUL_COCUKLU,emekli,otel,ucak,istanbul,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_OTEL_IZMIR_COCUKSUZ,emekli,otel,ucak,izmir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_OTEL_IZMIR_COCUKLU,emekli,otel,ucak,izmir,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_OTEL_DIGER_COCUKSUZ,emekli,otel,ucak,diger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_OTEL_DIGER_COCUKLU,emekli,otel,ucak,diger,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_ARAC_OTEL_ANKARA_COCUKSUZ,emekli,otel,arac,ankara,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_OTEL_ANKARA_COCUKLU,emekli,otel,arac,ankara,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_OTEL_ISTANBUL_COCUKSUZ,emekli,otel,arac,istanbul,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_OTEL_ISTANBUL_COCUKLU,emekli,otel,arac,istanbul,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_OTEL_IZMIR_COCUKSUZ,emekli,otel,arac,izmir,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_OTEL_IZMIR_COCUKLU,emekli,otel,arac,izmir,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_OTEL_DIGER_COCUKSUZ,emekli,otel,arac,diger,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_OTEL_DIGER_COCUKLU,emekli,otel,arac,diger,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_OTEL_ANKARA_COCUKSUZ,emekli,otel,otobus,ankara,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_OTEL_ANKARA_COCUKLU,emekli,otel,otobus,ankara,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_OTEL_ISTANBUL_COCUKSUZ,emekli,otel,otobus,istanbul,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_OTEL_ISTANBUL_COCUKLU,emekli,otel,otobus,istanbul,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_OTEL_IZMIR_COCUKSUZ,emekli,otel,otobus,izmir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_OTEL_IZMIR_COCUKLU,emekli,otel,otobus,izmir,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_OTEL_DIGER_COCUKSUZ,emekli,otel,otobus,diger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_OTEL_DIGER_COCUKLU,emekli,otel,otobus,diger,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_OTEL_ANKARA_COCUKSUZ,emekli,otel,gemi,ankara,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_OTEL_ANKARA_COCUKLU,emekli,otel,gemi,ankara,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_OTEL_ISTANBUL_COCUKSUZ,emekli,otel,gemi,istanbul,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_OTEL_ISTANBUL_COCUKLU,emekli,otel,gemi,istanbul,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_OTEL_IZMIR_COCUKSUZ,emekli,otel,gemi,izmir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_OTEL_IZMIR_COCUKLU,emekli,otel,gemi,izmir,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_OTEL_DIGER_COCUKSUZ,emekli,otel,gemi,diger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_OTEL_DIGER_COCUKLU,emekli,otel,gemi,diger,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_TREN_OTEL_ANKARA_COCUKSUZ,emekli,otel,tren,ankara,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
IT_TUR_EMEKLI_TREN_OTEL_ANKARA_COCUKLU,emekli,otel,tren,ankara,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
IT_TUR_EMEKLI_TREN_OTEL_ISTANBUL_COCUKSUZ,emekli,otel,tren,istanbul,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
IT_TUR_EMEKLI_TREN_OTEL_ISTANBUL_COCUKLU,emekli,otel,tren,istanbul,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
IT_TUR_EMEKLI_TREN_OTEL_IZMIR_COCUKSUZ,emekli,otel,tren,izmir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
IT_TUR_EMEKLI_TREN_OTEL_IZMIR_COCUKLU,emekli,otel,tren,izmir,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
IT_TUR_EMEKLI_TREN_OTEL_DIGER_COCUKSUZ,emekli,otel,tren,diger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
IT_TUR_EMEKLI_TREN_OTEL_DIGER_COCUKLU,emekli,otel,tren,diger,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
IT_TUR_EMEKLI_UCAK_DAVETIYE_ANKARA_COCUKSUZ,emekli,davetiye,ucak,ankara,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_DAVETIYE_ANKARA_COCUKLU,emekli,davetiye,ucak,ankara,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_DAVETIYE_ISTANBUL_COCUKSUZ,emekli,davetiye,ucak,istanbul,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_DAVETIYE_ISTANBUL_COCUKLU,emekli,davetiye,ucak,istanbul,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_DAVETIYE_IZMIR_COCUKSUZ,emekli,davetiye,ucak,izmir,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_DAVETIYE_IZMIR_COCUKLU,emekli,davetiye,ucak,izmir,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_DAVETIYE_DIGER_COCUKSUZ,emekli,davetiye,ucak,diger,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_UCAK_DAVETIYE_DIGER_COCUKLU,emekli,davetiye,ucak,diger,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1
IT_TUR_EMEKLI_ARAC_DAVETIYE_ANKARA_COCUKSUZ,emekli,davetiye,arac,ankara,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_DAVETIYE_ANKARA_COCUKLU,emekli,davetiye,arac,ankara,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_DAVETIYE_ISTANBUL_COCUKSUZ,emekli,davetiye,arac,istanbul,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_DAVETIYE_ISTANBUL_COCUKLU,emekli,davetiye,arac,istanbul,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_DAVETIYE_IZMIR_COCUKSUZ,emekli,davetiye,arac,izmir,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_DAVETIYE_IZMIR_COCUKLU,emekli,davetiye,arac,izmir,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_DAVETIYE_DIGER_COCUKSUZ,emekli,davetiye,arac,diger,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_ARAC_DAVETIYE_DIGER_COCUKLU,emekli,davetiye,arac,diger,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_DAVETIYE_ANKARA_COCUKSUZ,emekli,davetiye,otobus,ankara,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_DAVETIYE_ANKARA_COCUKLU,emekli,davetiye,otobus,ankara,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,emekli,davetiye,otobus,istanbul,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,emekli,davetiye,otobus,istanbul,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,emekli,davetiye,otobus,izmir,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_DAVETIYE_IZMIR_COCUKLU,emekli,davetiye,otobus,izmir,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_DAVETIYE_DIGER_COCUKSUZ,emekli,davetiye,otobus,diger,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_OTOBUS_DAVETIYE_DIGER_COCUKLU,emekli,davetiye,otobus,diger,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_DAVETIYE_ANKARA_COCUKSUZ,emekli,davetiye,gemi,ankara,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_DAVETIYE_ANKARA_COCUKLU,emekli,davetiye,gemi,ankara,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_DAVETIYE_ISTANBUL_COCUKSUZ,emekli,davetiye,gemi,istanbul,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_DAVETIYE_ISTANBUL_COCUKLU,emekli,davetiye,gemi,istanbul,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
IT_TUR_EMEKLI_GEMI_DAVETIYE_IZMIR_COCUKSUZ,emekli,davetiye,gemi,izmir,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
