kombinasyon_kodu,meslek,konaklama,ulasim,bolge,cocuklu,DOC_ARAC_RUHSATI,DOC_ARAC_SIGORTASI,DOC_BASVURU_FORMU,DOC_BIYOMETRIK_FOTOGRAF,DOC_CALISMA_EVRAKLARI,DOC_CALISMA_IZIN_BELGESI,DOC_CALISMA_IZIN_BELGESI_ISVEREN,DOC_CALISMA_IZIN_BELGESI_MEMUR,DOC_CIFTCILIK_BELGESI,DOC_COCUK_BASVURU_FORMU,DOC_DAVET_MEKTUBU,DOC_DOGUM_BELGESI,DOC_EHLIYET,DOC_EMEKLILIK_BELGESI,DOC_EV_SAHIBI_KIMLIK,DOC_FAALIYET_BELGESI,DOC_GEMI_BELGESI,DOC_IMZA_SIRKULERI_CALISAN,DOC_IMZA_SIRKULERI_ISVEREN,DOC_KIMLIK_FOTOKOPI,DOC_MADDI_DESTEKCI_CALISMAYANLAR,DOC_MADDI_DESTEKCI_COCUK,DOC_MADDI_DESTEKCI_OGRENCI,DOC_MADDI_GELIR_CALISAN,DOC_MADDI_GELIR_CALISMAYANLAR,DOC_MADDI_GELIR_CIFTCI,DOC_MADDI_GELIR_EMEKLI,DOC_MADDI_GELIR_ISVEREN,DOC_MADDI_GELIR_MEMUR,DOC_MADDI_GELIR_OGRENCI,DOC_MADDI_GELIR_SERBEST,DOC_MUVAFAKATNAME,DOC_MUVAFAKATNAME_COCUK,DOC_OGRENCI_BELGESI,DOC_OTEL_REZERVASYONU,DOC_OTOBUS_BILETI,DOC_PASAPORT,DOC_SEYAHAT_BILDIRGE,DOC_SEYAHAT_SAGLIK_SIGORTASI,DOC_TARIHCELI_YERLESIM_YERI,DOC_TEMINAT,DOC_TICARET_SICIL_GAZETESI,DOC_TICARI_ODA_KAYDI,DOC_TREN_BILETI,DOC_UCUS_REZERVASYONU,DOC_VERGI_LEVHASI_ISVEREN,DOC_VERGI_LEVHASI_SERBEST,DOC_VIZE_HARCI,DOC_VUKUATLI_NUFUS
IT_TUR_ISVEREN_GEMI_DAVETIYE_IZMIR_COCUKSUZ,isveren,davetiye,gemi,izmir,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
IT_TUR_ISVEREN_GEMI_DAVETIYE_IZMIR_COCUKLU,isveren,davetiye,gemi,izmir,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
IT_TUR_ISVEREN_GEMI_DAVETIYE_DIGER_COCUKSUZ,isveren,davetiye,gemi,diger,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
IT_TUR_ISVEREN_GEMI_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,gemi,diger,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
IT_TUR_ISVEREN_TREN_DAVETIYE_ANKARA_COCUKSUZ,isveren,davetiye,tren,ankara,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
IT_TUR_ISVEREN_TREN_DAVETIYE_ANKARA_COCUKLU,isveren,davetiye,tren,ankara,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
IT_TUR_ISVEREN_TREN_DAVETIYE_ISTANBUL_COCUKSUZ,isveren,davetiye,tren,istanbul,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
IT_TUR_ISVEREN_TREN_DAVETIYE_ISTANBUL_COCUKLU,isveren,davetiye,tren,istanbul,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
IT_TUR_ISVEREN_TREN_DAVETIYE_IZMIR_COCUKSUZ,isveren,davetiye,tren,izmir,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
IT_TUR_ISVEREN_TREN_DAVETIYE_IZMIR_COCUKLU,isveren,davetiye,tren,izmir,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKSUZ,isveren,davetiye,tren,diger,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
IT_TUR_ISVEREN_TREN_DAVETIYE_DIGER_COCUKLU,isveren,davetiye,tren,diger,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,ucak,ankara,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,ucak,ankara,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,ucak,istanbul,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,ucak,istanbul,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,ucak,izmir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,ucak,izmir,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,ucak,diger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_OTEL_DIGER_COCUKLU,serbest_meslek,otel,ucak,diger,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,arac,ankara,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,arac,ankara,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,arac,istanbul,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,arac,istanbul,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,arac,izmir,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,arac,izmir,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,arac,diger,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_OTEL_DIGER_COCUKLU,serbest_meslek,otel,arac,diger,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,otobus,ankara,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,otobus,ankara,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,otobus,istanbul,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,otobus,istanbul,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,otobus,izmir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,otobus,izmir,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,otobus,diger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_OTEL_DIGER_COCUKLU,serbest_meslek,otel,otobus,diger,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,gemi,ankara,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,gemi,ankara,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,gemi,istanbul,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,gemi,istanbul,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,gemi,izmir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,gemi,izmir,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,gemi,diger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_OTEL_DIGER_COCUKLU,serbest_meslek,otel,gemi,diger,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_ANKARA_COCUKSUZ,serbest_meslek,otel,tren,ankara,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_ANKARA_COCUKLU,serbest_meslek,otel,tren,ankara,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_ISTANBUL_COCUKSUZ,serbest_meslek,otel,tren,istanbul,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_ISTANBUL_COCUKLU,serbest_meslek,otel,tren,istanbul,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_IZMIR_COCUKSUZ,serbest_meslek,otel,tren,izmir,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_IZMIR_COCUKLU,serbest_meslek,otel,tren,izmir,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_DIGER_COCUKSUZ,serbest_meslek,otel,tren,diger,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_TREN_OTEL_DIGER_COCUKLU,serbest_meslek,otel,tren,diger,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_ANKARA_COCUKSUZ,serbest_meslek,davetiye,ucak,ankara,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_ANKARA_COCUKLU,serbest_meslek,davetiye,ucak,ankara,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_ISTANBUL_COCUKSUZ,serbest_meslek,davetiye,ucak,istanbul,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_ISTANBUL_COCUKLU,serbest_meslek,davetiye,ucak,istanbul,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_IZMIR_COCUKSUZ,serbest_meslek,davetiye,ucak,izmir,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_IZMIR_COCUKLU,serbest_meslek,davetiye,ucak,izmir,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_DIGER_COCUKSUZ,serbest_meslek,davetiye,ucak,diger,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_UCAK_DAVETIYE_DIGER_COCUKLU,serbest_meslek,davetiye,ucak,diger,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_DAVETIYE_ANKARA_COCUKSUZ,serbest_meslek,davetiye,arac,ankara,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_DAVETIYE_ANKARA_COCUKLU,serbest_meslek,davetiye,arac,ankara,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_DAVETIYE_ISTANBUL_COCUKSUZ,serbest_meslek,davetiye,arac,istanbul,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_DAVETIYE_ISTANBUL_COCUKLU,serbest_meslek,davetiye,arac,istanbul,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_DAVETIYE_IZMIR_COCUKSUZ,serbest_meslek,davetiye,arac,izmir,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_DAVETIYE_IZMIR_COCUKLU,serbest_meslek,davetiye,arac,izmir,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_DAVETIYE_DIGER_COCUKSUZ,serbest_meslek,davetiye,arac,diger,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_ARAC_DAVETIYE_DIGER_COCUKLU,serbest_meslek,davetiye,arac,diger,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_DAVETIYE_ANKARA_COCUKSUZ,serbest_meslek,davetiye,otobus,ankara,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_DAVETIYE_ANKARA_COCUKLU,serbest_meslek,davetiye,otobus,ankara,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_DAVETIYE_ISTANBUL_COCUKSUZ,serbest_meslek,davetiye,otobus,istanbul,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_DAVETIYE_ISTANBUL_COCUKLU,serbest_meslek,davetiye,otobus,istanbul,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_DAVETIYE_IZMIR_COCUKSUZ,serbest_meslek,davetiye,otobus,izmir,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_DAVETIYE_IZMIR_COCUKLU,serbest_meslek,davetiye,otobus,izmir,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_DAVETIYE_DIGER_COCUKSUZ,serbest_meslek,davetiye,otobus,diger,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_OTOBUS_DAVETIYE_DIGER_COCUKLU,serbest_meslek,davetiye,otobus,diger,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_DAVETIYE_ANKARA_COCUKSUZ,serbest_meslek,davetiye,gemi,ankara,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_DAVETIYE_ANKARA_COCUKLU,serbest_meslek,davetiye,gemi,ankara,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
IT_TUR_SERBEST_MESLEK_GEMI_DAVETIYE_ISTANBUL_COCUKSUZ,serbest_meslek,davetiye,gemi,istanbul,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1
